Location Id,Business Account Number,Ownership Name,DBA Name,Street Address,City,State,Source Zipcode,Business Start Date,Business End Date,Location Start Date,Location End Date,Mail Address,Mail City,Mail Zipcode,Mail State,NAICS Code,NAICS Code Description,Parking Tax,Transient Occupancy Tax,LIC Code,LIC Code Description,Supervisor District,Neighborhoods - Analysis Boundaries,Business Corridor,Business Location,UniqueID,SF Find Neighborhoods,Current Police Districts,Current Supervisor Districts,Analysis Neighborhoods,Neighborhoods
0475475-01-001,475475,Burton Constance D,Constance Burton Jd Psy D,3352a Sacramento St,San Francisco,CA,94118,1/1/2010,3/6/2021,1/1/2010,3/15/2013,,,,,,,FALSE,FALSE,,,2,Presidio Heights,,POINT (-122.44788 37.7881),0475475-01-001-0475475--01-01-2010,10,8,6,31,10
0048662-02-001,48662,Wong Brenda Kevin Alvin Denise,Four Wongs Company,1216 Stockton St #18,San Francisco,CA,94133,10/1/1968,,3/24/1995,11/6/2019,2 Cordelia Aly,San Francisco,94133,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40845 37.79695),0048662-02-001-0048662-5300-5399-03-24-1995,104,6,3,6,104
0187587-01-001,187587,Lauretta Printing Corp,Lauretta Printing Co,1600 Irving St,San Francisco,CA,94122,7/1/1989,,7/1/1989,,1600 Irving St,San Francisco,94122,CA,8100-8139,Certain Services,FALSE,FALSE,,,4,Inner Sunset,,POINT (-122.4751 37.76368),0187587-01-001-0187587-8100-8139-07-01-1989,109,10,7,14,109
1282761-07-211,403732,Medical Solutions Llc,"C&a Industries, Inc",1010 102nd St Ste 300,Omaha,NE,68114,10/23/2006,,10/23/2006,,1010 N 102nd St Ste 300,Omaha,68114,NE,5600-5699,Administrative and Support Services,FALSE,FALSE,,,,,,POINT (-96.073845 41.268497),1282761-07-211-0403732-5600-5699-10-23-2006,,,,,
0329140-18-001,329140,Imperial Parking (Us) Llc,Imperial Parking Inc,0 Pier 48,San+francisco,CA,94105,8/18/1999,,6/1/2006,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,6,Mission Bay,,POINT (-122.38652 37.775684),0329140-18-001-0329140-4400-4599-06-01-2006,34,1,10,4,34
1079030-06-161,400925,Silverman Paul S,Paul Silverman Mft Lpcc,3896 24th St,San Francisco,CA,94114,8/7/2006,,1/2/2012,,Po Box 460932,San Francisco,94146,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.42951 37.751606),1079030-06-161-0400925-6100-6299-01-02-2012,84,3,5,22,84
0440689-01-001,440689,Zimtricht Trichter Stephen M,Dr Stephen M Trichter Psy.d,110 Gough St Ste 202,San Francisco,CA,94102,7/15/2009,,1/1/2011,1/1/2021,1732 Fillmore St,San Francisco,94115,CA,6100-6299,Private Education and Health Services,FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.42241 37.77428),0440689-01-001-0440689-6100-6299-01-01-2011,21,4,11,9,21
1009771-10-141,383887,Christ Katie A,Katie A Christ,2261 Market St #226,San Francisco,CA,94114,1/1/2005,6/30/2020,1/1/2014,6/30/2020,,,,,,,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.43218 37.7648),1009771-10-141-0383887--01-01-2014,38,3,5,5,38
0402159-04-002,402159,Lamassonne Jr Luis A,Macmedic,721 Arguello Blvd Apt 302,San Francisco,CA,94118,10/1/2006,,4/15/2014,10/14/2020,721 Arguello Blvd Apt 302,San Francisco,94118,CA,,,FALSE,FALSE,,,1,Inner Richmond,,POINT (-122.45859 37.776886),0402159-04-002-0402159--04-15-2014,5,8,4,11,5
0172327-01-001,172327,Biggs Donald C,235 Buchanan St Apartments,2166 Market St #A,San Francisco,CA,94114,1/6/1987,6/30/2021,6/27/2001,6/30/2021,***Administratively Closed,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.43033 37.76655),0172327-01-001-0172327-5300-5399-06-27-2001,28,3,5,5,28
0372401-01-001,372401,Pikarevich Vitaly,Vip Consulting,1801 23rd Ave Apt 27,San Francisco,CA,94122,12/3/2003,10/1/2021,12/3/2003,10/1/2021,,,,,,,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.48079 37.75396),0372401-01-001-0372401--12-03-2003,39,10,7,35,39
1057072-03-161,159411,Cannon Wines Limited,Terroir 2 Shelf,1045 Sansome St 110,San Francisco,CA,94111,10/1/1986,,2/29/2016,,1045 Sansome St Ste 345,San Francisco,94111,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,3,North Beach,,POINT (-122.40254 37.7998),1057072-03-161-0159411-5600-5699-02-29-2016,18,6,3,23,18
1121572-09-161,113585,Arch Drafting Supply Inc,Arch Drafting Supply Inc,10 Carolina St,San Francisco,CA,94103,9/15/1978,,9/1/2016,8/4/2021,1490 17th St,San Francisco,94107,CA,4400-4599,Retail Trade,FALSE,FALSE,Pos01 Posloc,Multiple,10,Mission Bay,,POINT (-122.40093 37.768253),1121572-09-161-0113585-4400-4599-09-01-2016,33,1,9,4,33
0012530-04-004,12530,Hearst Corp The,The Hearst Corp,2000 Marin St,San Francisco,CA,94124,10/1/1968,,1/1/2010,4/30/2015,3540 Toringdon Way Fl 8,Charlotte,28277,NC,5100-5199,Information,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39612 37.74841),0012530-04-004-0012530-5100-5199-01-01-2010,56,2,9,1,56
1047991-01-161,476812,Zumper Inc,Zumper Inc,49 Geary St,San Francisco,CA,94108,5/31/2012,,12/16/2015,10/1/2019,555 Montgomery St 1300 Ste,San Francisco,94111,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40419 37.787846),1047991-01-161-0476812-5300-5399-12-16-2015,19,6,3,8,19
0183007-01-001,183007,Meyer Paulette J,Meyer Paulette Consultant,1714 Stockton St Ste 400,San Francisco,CA,94133,1/1/1988,,1/1/2005,,1515 Union St Unit 2c,San Francisco,94123,CA,,,FALSE,FALSE,,,3,North Beach,,POINT (-122.40938 37.80157),0183007-01-001-0183007--01-01-2005,106,6,3,23,106
0323620-01-001,323620,United Rentals (North Ame) Inc,Rsc Equipment Rental Inc,2177 Jerrold Ave,San Francisco,CA,94124,8/28/1998,,8/28/1998,4/30/2012,140 Grand St Ste 300,White Plains,10601,NY,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.39993 37.74473),0323620-01-001-0323620-5300-5399-08-28-1998,85,2,9,1,85
0359466-01-001,359466,American Bach Soloists,American Bach Soloists,44 Page St Ste 504,San Francisco,CA,94102,1/1/1999,,1/1/1999,,Po Box 421986,San Francisco,94142,CA,7100-7199,"Arts, Entertainment, and Recreation",FALSE,FALSE,,,5,Hayes Valley,,POINT (-122.421265 37.774258),0359466-01-001-0359466-7100-7199-01-01-1999,21,4,11,9,21
1069983-05-161,481957,Pj Enterprise Group Inc,Adair Design Group,2101 Union St,San Francisco,CA,94123,6/14/2013,12/31/2020,2/1/2016,4/1/2018,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Marina,,POINT (-122.43395 37.797256),1069983-05-161-0481957-5400-5499-02-01-2016,15,4,6,13,15
0421393-01-001,421393,Mcdonald Michael W,Animist,1587 15th St Apt 405,San Francisco,CA,94103,9/7/2007,6/30/2020,9/7/2007,6/30/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,9,Mission,,POINT (-122.41936 37.766674),0421393-01-001-0421393-5400-5499-09-07-2007,53,3,2,20,53
1054672-02-161,422840,Emerson Jerome G,Jerome's Antiques,90 Parnassus Ave,San Francisco,CA,94117,11/1/2007,9/1/2020,2/18/2016,9/1/2020,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,5,Haight Ashbury,,POINT (-122.449524 37.764927),1054672-02-161-0422840-4400-4599-02-18-2016,29,7,11,3,29
0030032-01-014,30032,Walgreen Co,Walgreen Co,4645 Mission St,San Francisco,CA,94112,10/1/1968,,6/2/2002,,300 Wilmot Rd # Stop,Deerfield,60015,IL,4400-4599,Retail Trade,FALSE,FALSE,H05 Pos01 Posloc,Multiple,11,Excelsior,,POINT (-122.43521 37.724087),0030032-01-014-0030032-4400-4599-06-02-2002,90,9,1,7,90
1174900-01-181,453618,Deshetler Denise A,"Denise Deshetler, Cmt",870 Market Street  Ste 557,San Francisco,CA,94102,6/17/2010,3/19/2021,1/4/2018,3/19/2021,,,,,6100-6299,Private Education and Health Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40703 37.7849),1174900-01-181-0453618-6100-6299-01-04-2018,19,5,3,8,19
0346001-01-001,346001,Billig Eve F/hathaway Lesley B,A Day In May,1850 Union St Ste 4,San Francisco,CA,94123,5/22/2001,10/20/2020,1/1/2004,10/1/2020,,,,,,,FALSE,FALSE,,,2,Marina,,POINT (-122.429756 37.797844),0346001-01-001-0346001--01-01-2004,15,4,6,13,15
0032329-02-001,32329,Gucker Bernard  & Lina,2485 Chestnut Apts,2485 Chestnut St,San Francisco,CA,94123,10/1/1968,,10/1/1968,,2485 Chestnut St Apt 106,San Francisco,94123,CA,7210-7219,Accommodations,FALSE,FALSE,,,2,Marina,,POINT (-122.44419 37.799778),0032329-02-001-0032329-7210-7219-10-01-1968,17,4,6,13,17
0342620-01-001,342620,Monroe Personnel Service Llc,Monroe Personnel Service Llc,220 Montgomery St Ste 1006,San Francisco,CA,94104,1/2/2001,,12/17/2005,10/19/2021,Po Box 475284,San Francisco,94147,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4024 37.791214),0342620-01-001-0342620-5600-5699-12-17-2005,108,6,3,8,108
1192102-06-181,73725,Roderick P Bushnell Etal,Law Office Of Roderick P. Bushnell,1388 Sutter St Ste 810,San Francisco,CA,94109,9/1/1971,,7/1/2016,,400 Brannan St Ste 7,San Francisco,94107,CA,8100-8139,Certain Services,FALSE,FALSE,,,2,Western Addition,,POINT (-122.42315 37.7874),1192102-06-181-0073725-8100-8139-07-01-2016,100,4,6,39,100
0073725-01-001,73725,Roderick P Bushnell Etal,Bushnell-Caplan-Fielding,900 Kearny St 299,San Francisco,CA,94133,9/1/1971,,1/9/2008,7/6/2017,400 Brannan St Ste 7,San Francisco,94107,CA,8100-8139,Certain Services,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40513 37.796303),0073725-01-001-0073725-8100-8139-01-09-2008,106,6,3,6,106
1153660-07-171,73725,Roderick P Bushnell Etal,Law Office Of Roderick P. Bushnell,900 Kearny St #299,San Francisco,CA,94133,9/1/1971,,1/9/2008,,400 Brannan St Ste 7,San Francisco,94107,CA,8100-8139,Certain Services,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40513 37.796303),1153660-07-171-0073725-8100-8139-01-09-2008,106,6,3,6,106
1220496-05-191,486070,Bluestar Refreshment Services,Bluestar Refreshment Services@uber Technologies Inc.,353 Sacramento - Floors 11 And 12,San Francisco,CA,94111,10/20/2012,,11/19/2018,12/31/2019,40800 Encyclopedia Cir,Fremont,94538,CA,7220-7229,Food Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39958 37.794178),1220496-05-191-0486070-7220-7229-11-19-2018,108,6,3,8,108
0326225-02-001,326225,Stalder Peter E,Peter Stalder Vacation Rental,4343 19th St,San Francisco,CA,94114,2/1/1998,9/1/2021,8/1/2011,6/30/2014,,,,,5600-5699,Administrative and Support Services,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.437515 37.7591),0326225-02-001-0326225-5600-5699-08-01-2011,115,3,5,5,115
1295584-01-221,71469,Sheldon T Fong,United Mechanical Service,2610 36th Ave,San Francisco,CA,94116,4/1/1971,,1/19/2022,,2610 36th Ave,San Francisco,94116,CA,2300-2399,Construction,FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.493614 37.738262),1295584-01-221-0071469-2300-2399-01-19-2022,40,10,7,35,40
0364472-04-001,364472,Agenda Inc,Lucian James Inc,2261 Market St 499,San Francisco,CA,94114,11/21/2003,,9/1/2012,12/15/2016,2261 Market St Ste 700,San Francisco,94114,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.43218 37.7648),0364472-04-001-0364472-5600-5699-09-01-2012,38,3,5,5,38
0364472-02-001,364472,Agenda Inc,Agenda Inc,2261 Market St #499,San Francisco,CA,94114,11/21/2003,,3/1/2007,,2261 Market St Ste 700,San Francisco,94114,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,8,Castro/Upper Market,,POINT (-122.43218 37.7648),0364472-02-001-0364472-5600-5699-03-01-2007,38,3,5,5,38
0094620-16-001,94620,Hsbc Securities Inc,Hsbc Securities (Usa) Inc,1230 Hyde St,San+francisco,CA,94133,9/8/1971,,2/26/2014,6/30/2016,1421 W Shure Dr Ste 100,Arlington Heights,60004,IL,5210-5239,Financial Services,FALSE,FALSE,,,3,Nob Hill,,POINT (-122.417465 37.79246),0094620-16-001-0094620-5210-5239-02-26-2014,16,6,3,21,16
0094620-15-001,94620,Hsbc Securities Inc,Hsbc Securities (Usa) Inc,1741 Noe St,San+francisco,CA,94114,9/8/1971,,2/26/2014,6/30/2016,1421 W Shure Dr Ste 100,Arlington Heights,60004,IL,5210-5239,Financial Services,FALSE,FALSE,,,8,Glen Park,,POINT (-122.43064 37.741184),0094620-15-001-0094620-5210-5239-02-26-2014,59,9,5,10,59
0094620-14-001,94620,Hsbc Securities Inc,Hsbc Securities (Usa) Inc,931 Stanyan St,San+francisco,CA,94133,9/8/1971,,2/26/2014,6/30/2016,1421 W Shure Dr Ste 100,Arlington Heights,60004,IL,5210-5239,Financial Services,FALSE,FALSE,,,5,Inner Sunset,,POINT (-122.453125 37.765945),0094620-14-001-0094620-5210-5239-02-26-2014,110,7,11,14,110
1278767-05-211,44933,"Aramark Services, Inc.",Aramark Rfs At Salesforce,1 Market St 4/6,San Francisco,CA,94105,1/1/2002,,1/1/2002,4/30/2021,2400 Market St 6 Fl,Philadelphia,19103,PA,7220-7229,Food Services,FALSE,FALSE,,,6,Financial District/South Beach,,POINT (-122.39474 37.794384),1278767-05-211-0044933-7220-7229-01-01-2002,108,6,10,8,108
1295376-01-221,129748,Schatz Joseph L,"Joseph L.  Schatz, Attorney At Law",3121 Franklin St,San Francisco,CA,94123,1/15/1981,,1/1/2020,,3121a Franklin St,San Francisco,94123,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,2,Marina,,POINT (-122.42665 37.803238),1295376-01-221-0129748-5400-5499-01-01-2020,17,4,6,13,17
0129751-01-001,129751,Charles B Stern,Seastar Construction Co,164 27th St,San Francisco,CA,94110,5/15/1981,12/15/2014,5/15/1981,12/15/2014,,,,,,,FALSE,FALSE,,,8,Noe Valley,,POINT (-122.42386 37.747112),0129751-01-001-0129751--05-15-1981,84,9,5,22,84
0137417-03-001,137417,Chew John Q,251 Collins St Apts,251 Collins St,San Francisco,CA,94118,9/17/1982,12/31/2013,3/1/1989,12/31/2013,,,,,,,FALSE,FALSE,,,1,Lone Mountain/USF,,POINT (-122.44999 37.781418),0137417-03-001-0137417--03-01-1989,12,7,4,18,12
0156587-02-001,156587,Malakis Louis & Frangola,1600-1616 Ocean Av Building,1600 Ocean Ave,San Francisco,CA,94112,10/5/1979,6/30/2021,8/1/1984,6/30/2021,***Administratively Closed,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,7,West of Twin Peaks,,POINT (-122.4593 37.724606),0156587-02-001-0156587-5300-5399-08-01-1984,71,10,8,41,71
1248091-03-201,323620,United Rentals (North Ame) Inc,"United Rentals (North America), Inc.",2255 Mckinnon Ave,San Francisco,CA,94124,8/28/1998,,7/24/2019,7/24/2019,140 Grand St Ste 300,White Plains,10601,NY,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,10,Bayview Hunters Point,,POINT (-122.401825 37.742966),1248091-03-201-0323620-5300-5399-07-24-2019,85,2,9,1,85
1045714-12-151,432711,Nichols Eric W,Object Studios,1241 24th Ave,San Francisco,CA,94122,9/1/2008,,3/1/2015,12/31/2020,367 Newton Ave,Oakland,94606,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,4,Sunset/Parkside,,POINT (-122.48259 37.764423),1045714-12-151-0432711-5400-5499-03-01-2015,39,10,7,35,39
0337927-01-001,337927,Caldwell Jeffrey M,Vega Project The,375 Alabama St Ste 440,San Francisco,CA,94110,7/3/2000,1/1/2019,4/16/2007,1/1/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,9,Mission,,POINT (-122.41229 37.764557),0337927-01-001-0337927-5400-5499-04-16-2007,53,3,2,20,53
0162395-01-001,162395,Fletterick Robert,191 Belvedere St Apartments,191 Belvedere St,San Francisco,CA,94117,1/1/1987,,1/1/1987,,2535 Skyfarm Dr,Hillsborough,94010,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,5,Haight Ashbury,,POINT (-122.44915 37.767094),0162395-01-001-0162395-5300-5399-01-01-1987,29,7,11,3,29
1295596-01-221,190757,Simco Electronics,Simco Electronics,3131 Jay St Ste 100,Santa+clara,CA,95054,1/1/1962,,1/1/2014,,3131 Jay St Ste 100,Santa Clara,95054,CA,,,FALSE,FALSE,,,,,,POINT (-121.960724 37.37893),1295596-01-221-0190757--01-01-2014,,,,,
1198580-08-181,337927,Caldwell Jeffrey M,The Vega Project,320 Coleridge St.,San Francisco,CA,94110,7/3/2000,1/1/2019,7/31/2018,1/1/2019,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,9,Bernal Heights,,POINT (-122.42115 37.74155),1198580-08-181-0337927-5400-5499-07-31-2018,83,9,2,2,83
0307430-02-001,307430,Pangu Shengong Intl Rsrch Inst,Pangu Culture Intl Rsrch Inst,569 Geary St Ste 200,San Francisco,CA,94102,7/1/1997,,12/22/2009,,569 Geary St Ste 200,San Francisco,94102,CA,,,FALSE,FALSE,,,6,Tenderloin,,POINT (-122.41269 37.786762),0307430-02-001-0307430--12-22-2009,20,6,10,36,20
0307430-01-001,307430,Pangu Shengong Intl Rsrch Inst,Pangu Shengong Intl Rsrch Inst,569 Geary St Ste 200,San Francisco,CA,94102,7/1/1997,,7/1/1997,,569 Geary St Ste 200,San Francisco,94102,CA,,,FALSE,FALSE,,,6,Tenderloin,,POINT (-122.41269 37.786762),0307430-01-001-0307430--07-01-1997,20,6,10,36,20
1275760-04-211,308372,Underground Advertising Inc,Underground Advertising,916 Kearny St 506,San Francisco,CA,94133,8/1/1997,,8/1/1997,,916 Kearny St,San Francisco,94133,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Chinatown,,POINT (-122.40517 37.79648),1275760-04-211-0308372-5400-5499-08-01-1997,106,6,3,6,106
0140971-01-001,140971,Misserlian Edward & Vergine,Edwards Jewelery-Imports,888 Brannan St Ste 160,San Francisco,CA,94103,5/1/1983,,5/1/1983,,888 Brannan St 160 Ste,San Francisco,94103,CA,4400-4599,Retail Trade,FALSE,FALSE,Wm26 Wmloc,Multiple,6,South of Market,,POINT (-122.40517 37.771538),0140971-01-001-0140971-4400-4599-05-01-1983,33,1,10,34,33
0335609-04-001,335609,Anntaylor Retail Inc.,Ann Taylor Store #1176,3251 20th Ave Ste 210,San Francisco,CA,94132,1/1/1999,12/22/2020,11/4/2011,12/22/2020,,,,,4400-4599,Retail Trade,FALSE,FALSE,,,7,Lakeshore,,POINT (-122.47604 37.729206),0335609-04-001-0335609-4400-4599-11-04-2011,41,10,8,16,41
0203718-01-999,203718,Palm John E,Western Pacific Distrib Inc,2368 W Winton Ave Hayward,Hayward,CA,94545,1/1/1991,6/30/2016,1/1/1991,6/30/2016,,,,,,,FALSE,FALSE,,,,,,POINT (-122.13685 37.652252),0203718-01-999-0203718--01-01-1991,,,,,
0204085-01-999,204085,Apple Elevator Co,Apple Elevator Co,2325 West St,Brisbane+q4068,,0,4/1/1991,,4/1/1991,,2325 West St,Oakland,94612,CA,,,FALSE,FALSE,,,,,,POINT (153.05956 -27.498774),0204085-01-999-0204085--04-01-1991,,,,,
1003010-07-141,329140,Imperial Parking (Us) Llc,Fillmore Heritage Garage,1310 Fillmore St,San Francisco,CA,94115,8/18/1999,,8/1/2014,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,5,Western Addition,,POINT (-122.43233 37.781597),1003010-07-141-0329140-4400-4599-08-01-2014,97,4,11,39,97
0423436-01-001,423436,"Ruby Peak Consulting, Inc",Ruby Peak Recruiting,1 Sutter St Ste 910,San Francisco,CA,94104,11/20/2007,,7/31/2010,11/1/2018,220 Montgomery St 608 Ste,San Francisco,94104,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40026 37.790253),0423436-01-001-0423436-5600-5699-07-31-2010,108,6,3,8,108
1258313-08-201,423436,"Ruby Peak Consulting, Inc",Ruby Peak Recruiting,220 Montgomery St 608,San Francisco,CA,94104,11/20/2007,,11/20/2007,10/31/2020,220 Montgomery St 608 Ste,San Francisco,94104,CA,5600-5699,Administrative and Support Services,FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4024 37.791214),1258313-08-201-0423436-5600-5699-11-20-2007,108,6,3,8,108
0467689-01-001,467689,The Stinnett Group Llp,The Stinnett Group Llp,388 Market St Ste 870,San Francisco,CA,94111,2/28/2011,12/31/2020,2/28/2011,12/31/2020,,,,,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.39818 37.79188),0467689-01-001-0467689-5400-5499-02-28-2011,108,6,3,8,108
1155860-07-171,329140,Imperial Parking (Us) Llc,Impark 0306,524 Powell St,San Francisco,CA,94108,8/18/1999,,8/18/1999,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,3,Financial District/South Beach,,POINT (-122.40862 37.789536),1155860-07-171-0329140-4400-4599-08-18-1999,19,6,3,8,19
1134102-01-171,329140,Imperial Parking (Us) Llc,Impark 093,55 Francisco St,San Francisco,CA,94133,8/18/1999,,11/23/2016,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,3,North Beach,,POINT (-122.40558 37.80564),1134102-01-171-0329140-4400-4599-11-23-2016,18,6,3,23,18
0469884-01-001,469884,Uln Sf Llc,Uln Sf Llc,611 Washington St 2204,San Francisco,CA,94111,10/1/2010,12/31/2020,10/1/2010,7/28/2014,,,,,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,3,Chinatown,,POINT (-122.40357 37.79547),0469884-01-001-0469884-5300-5399-10-01-2010,104,6,3,6,104
1056909-03-161,329140,Imperial Parking (Us) Llc,Impark 0381,250 King St,San Francisco,CA,94107,8/18/1999,,1/1/2016,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,6,Mission Bay,,POINT (-122.39309 37.77729),1056909-03-161-0329140-4400-4599-01-01-2016,34,1,10,4,34
1056706-02-161,329140,Imperial Parking (Us) Llc,Impark 0315,1500 Van Ness Ave,San Francisco,CA,94109,8/18/1999,,1/1/2016,,1740 Cesar Chavez St Ste 2w,San Francisco,94124,CA,4400-4599,Retail Trade,TRUE,FALSE,,,3,Nob Hill,,POINT (-122.42204 37.789474),1056706-02-161-0329140-4400-4599-01-01-2016,105,4,3,21,105
0209493-01-001,209493,Jackson Produce Inc,Jackson Produce Inc,15 Walter U Lum Pl,San Francisco,CA,94108,11/1/1991,,9/1/1995,,15 Walter U Lum Pl,San Francisco,94108,CA,4200-4299,Wholesale Trade,FALSE,FALSE,H03 Wm19 Wmloc,Multiple,3,Chinatown,,POINT (-122.40574 37.79453),0209493-01-001-0209493-4200-4299-09-01-1995,104,6,3,6,104
0445736-01-001,445736,Gorman Malka J,Malka J Gorman Psy.d.,220 Montgomery St Ste 1800,San Francisco,CA,94104,7/1/2002,,7/1/2002,,220 Montgomery St 1019ste #,San Francisco,94104,CA,5400-5499,"Professional, Scientific, and Technical Services",FALSE,FALSE,,,3,Financial District/South Beach,,POINT (-122.4024 37.791214),0445736-01-001-0445736-5400-5499-07-01-2002,108,6,3,8,108
0344029-01-001,344029,Pessah Roger,Pessah Trust,3800 Scott St,San Francisco,CA,94123,7/1/1998,,7/1/1998,,311 Robinwood Ln,Hillsborough,94010,CA,5300-5399,Real Estate and Rental and Leasing Services,FALSE,FALSE,,,2,Marina,,POINT (-122.44207 37.80473),0344029-01-001-0344029-5300-5399-07-01-1998,17,4,6,13,17
